date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:15:18	1487/1487	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2009%20Nov%202020%2013:13:23%20GMT	https://www.qubitech.es/wp-content/plugins/duracelltomi-google-tag-manager/js/gtm4wp-form-move-tracker.js?ver=1.11.5	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/plugins/duracelltomi-google-tag-manager/js/gtm4wp-form-move-tracker34e4.js	(from https://www.qubitech.es/eugenio-navarro/)
00:15:19	4810/4810	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2014:40:15%20GMT	https://www.qubitech.es/wp-content/uploads/2020/10/imagen_2020-10-29_154013.png	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/uploads/2020/10/imagen_2020-10-29_154013.png	(from https://www.qubitech.es/eugenio-navarro/)
00:15:19	25933/25933	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2011:55:32%20GMT	https://www.qubitech.es/wp-content/uploads/2020/10/imagen_2020-10-29_125529.png	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/uploads/2020/10/imagen_2020-10-29_125529.png	(from https://www.qubitech.es/eugenio-navarro/)
00:15:19	371/371	---M-Z	200	added ('OK')	text/css	date:Thu,%2005%20Nov%202020%2008:05:53%20GMT	https://www.qubitech.es/wp-content/uploads/elementor/css/post-715.css?ver=1604563553	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/uploads/elementor/css/post-7159fcd.css	(from https://www.qubitech.es/eugenio-navarro/)
00:15:19	1434/1434	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%202019%2000:17:07%20GMT	https://www.qubitech.es/wp-includes/js/wp-embed.min.js?ver=5.5.3	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-includes/js/wp-embed.min5697.js	(from https://www.qubitech.es/eugenio-navarro/)
00:15:20	64122/64122	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Nov%202020%2008:03:21%20GMT	https://www.qubitech.es/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.0.13	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/plugins/elementor/assets/js/frontend-modules.min2a45.js	(from https://www.qubitech.es/eugenio-navarro/)
00:15:20	368767/368767	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2013:05:49%20GMT	https://www.qubitech.es/wp-content/uploads/2020/10/imagen_2020-10-29_140545.png	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/uploads/2020/10/imagen_2020-10-29_140545.png	(from https://www.qubitech.es/eugenio-navarro/)
00:15:21	6595/6595	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Nov%202020%2008:03:46%20GMT	https://www.qubitech.es/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.0.6	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min7c45.js	(from https://www.qubitech.es/eugenio-navarro/)
00:15:21	172226/172226	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Nov%202020%2008:03:45%20GMT	https://www.qubitech.es/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.0.6	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/plugins/elementor-pro/assets/js/frontend.min7c45.js	(from https://www.qubitech.es/eugenio-navarro/)
00:15:21	6482/6482	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2005%20Oct%202019%2022:01:04%20GMT	https://www.qubitech.es/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-includes/js/jquery/ui/position.mine899.js	(from https://www.qubitech.es/eugenio-navarro/)
00:15:21	10863/10863	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Nov%202020%2008:03:21%20GMT	https://www.qubitech.es/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://www.qubitech.es/eugenio-navarro/)
00:15:22	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Nov%202020%2008:03:22%20GMT	https://www.qubitech.es/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://www.qubitech.es/eugenio-navarro/)
00:15:22	2578/2578	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Nov%202020%2008:03:22%20GMT	https://www.qubitech.es/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.0.13	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/plugins/elementor/assets/lib/share-link/share-link.min2a45.js	(from https://www.qubitech.es/eugenio-navarro/)
00:15:22	139153/139153	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Nov%202020%2008:03:22%20GMT	https://www.qubitech.es/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://www.qubitech.es/eugenio-navarro/)
00:15:23	120225/120225	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Nov%202020%2008:03:21%20GMT	https://www.qubitech.es/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.0.13	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/plugins/elementor/assets/js/frontend.min2a45.js	(from https://www.qubitech.es/eugenio-navarro/)
00:15:23	2003/2003	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2011:39:04%20GMT	https://www.qubitech.es/wp-content/uploads/2020/10/bg-circle.png	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/uploads/2020/10/bg-circle.png	(from https://www.qubitech.es/wp-content/uploads/elementor/css/post-842.css?ver=1604571318)
00:15:24	80337/80337	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2011:39:09%20GMT	https://www.qubitech.es/wp-content/uploads/2020/10/bg-testi.png	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/uploads/2020/10/bg-testi.png	(from https://www.qubitech.es/wp-content/uploads/elementor/css/post-842.css?ver=1604571318)
00:15:24	228262/228262	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2011:44:48%20GMT	https://www.qubitech.es/wp-content/uploads/2020/10/home-intro-obj.png	C:/My%20Web%20Sites/qubittech/www.qubitech.es/wp-content/uploads/2020/10/home-intro-obj.png	(from https://www.qubitech.es/wp-content/uploads/elementor/css/post-842.css?ver=1604571318)
